Time,Tair_mean,Tfuel_mean,rhoAir_mean,rhoFuel_mean,nuAir_mean,nuFuel_mean,kAir_mean,kFuel_mean,Nern_max,ibar,Energy_t_mean,mean_curr,V
184,1090.816,1092.988,0.3208371,0.03610587,0.000142021,0.000834102,0.07531451,0.3184917,1.061137,4999.964,1092.432,5213.102,0.878998
185,1090.816,1092.988,0.3208372,0.03610584,0.000142021,0.000834102,0.0753145,0.3184919,1.061136,4999.96,1092.432,5213.098,0.8789976
186,1090.815,1092.988,0.3208372,0.03610581,0.000142021,0.000834102,0.07531448,0.318492,1.061136,4999.957,1092.432,5213.095,0.8789971
187,1090.815,1092.987,0.3208373,0.03610578,0.000142021,0.000834102,0.07531448,0.3184922,1.061136,4999.953,1092.431,5213.091,0.8789967
188,1090.815,1092.987,0.3208373,0.03610575,0.000142021,0.000834102,0.07531446,0.3184923,1.061136,4999.951,1092.431,5213.089,0.8789962
189,1090.815,1092.987,0.3208374,0.03610572,0.000142021,0.000834102,0.07531446,0.3184924,1.061136,4999.949,1092.431,5213.087,0.8789957
190,1090.814,1092.986,0.3208375,0.0361057,0.000142021,0.000834102,0.07531444,0.3184925,1.061136,4999.948,1092.431,5213.086,0.8789952
191,1090.814,1092.986,0.3208375,0.03610567,0.000142021,0.000834102,0.07531444,0.3184927,1.061136,4999.947,1092.43,5213.085,0.8789946
192,1090.814,1092.986,0.3208376,0.03610564,0.000142021,0.000834102,0.07531442,0.3184928,1.061136,4999.948,1092.43,5213.085,0.8789941
193,1090.814,1092.986,0.3208376,0.03610562,0.000142021,0.000834102,0.07531442,0.3184929,1.061136,4999.948,1092.43,5213.085,0.8789936
194,1090.814,1092.985,0.3208376,0.03610559,0.000142021,0.000834102,0.07531441,0.318493,1.061136,4999.948,1092.43,5213.085,0.8789931
195,1090.814,1092.985,0.3208376,0.03610557,0.000142021,0.000834102,0.0753144,0.3184931,1.061135,4999.948,1092.429,5213.085,0.8789925
196,1090.813,1092.985,0.3208377,0.03610554,0.000142021,0.000834102,0.07531439,0.3184932,1.061135,4999.949,1092.429,5213.085,0.878992
197,1090.813,1092.985,0.3208377,0.03610552,0.000142021,0.000834103,0.07531439,0.3184933,1.061135,4999.95,1092.429,5213.085,0.8789915
198,1090.813,1092.984,0.3208378,0.03610549,0.000142021,0.000834102,0.07531437,0.3184934,1.061135,4999.951,1092.429,5213.086,0.878991
199,1090.813,1092.984,0.3208378,0.03610547,0.000142021,0.000834103,0.07531438,0.3184935,1.061135,4999.953,1092.429,5213.088,0.8789906
200,1090.813,1092.984,0.3208378,0.03610545,0.000142021,0.000834103,0.07531437,0.3184936,1.061135,4999.955,1092.428,5213.09,0.8789901
201,1090.813,1092.984,0.3208378,0.03610542,0.000142021,0.000834103,0.07531437,0.3184937,1.061135,4999.956,1092.428,5213.091,0.8789897
202,1090.813,1092.983,0.3208379,0.03610541,0.000142021,0.000834103,0.07531435,0.3184938,1.061135,4999.958,1092.428,5213.093,0.8789893
203,1090.813,1092.983,0.3208379,0.03610538,0.000142021,0.000834103,0.07531435,0.3184939,1.061135,4999.96,1092.428,5213.094,0.8789889
204,1090.813,1092.983,0.320838,0.03610536,0.000142021,0.000834103,0.07531434,0.318494,1.061135,4999.961,1092.428,5213.096,0.8789885
205,1090.813,1092.983,0.3208379,0.03610534,0.000142021,0.000834103,0.07531435,0.3184941,1.061134,4999.962,1092.428,5213.097,0.8789881
206,1090.812,1092.983,0.320838,0.03610531,0.000142021,0.000834103,0.07531434,0.3184942,1.061134,4999.963,1092.428,5213.098,0.8789877
207,1090.813,1092.982,0.3208379,0.03610529,0.000142021,0.000834103,0.07531434,0.3184944,1.061134,4999.965,1092.427,5213.099,0.8789874
208,1090.812,1092.982,0.320838,0.03610527,0.000142021,0.000834103,0.07531432,0.3184944,1.061134,4999.965,1092.427,5213.1,0.878987
209,1090.812,1092.982,0.3208381,0.03610525,0.000142021,0.000834103,0.07531432,0.3184945,1.061134,4999.966,1092.427,5213.1,0.8789867
210,1090.812,1092.982,0.3208381,0.03610523,0.000142021,0.000834103,0.0753143,0.3184946,1.061134,4999.966,1092.427,5213.101,0.8789864
211,1090.812,1092.981,0.3208381,0.03610521,0.000142021,0.000834103,0.0753143,0.3184947,1.061133,4999.966,1092.426,5213.101,0.878986
212,1090.812,1092.981,0.3208382,0.03610519,0.000142021,0.000834103,0.07531429,0.3184948,1.061134,4999.967,1092.426,5213.102,0.8789857
213,1090.812,1092.981,0.3208382,0.03610517,0.000142021,0.000834103,0.07531429,0.3184949,1.061133,4999.966,1092.426,5213.101,0.8789853
214,1090.811,1092.981,0.3208383,0.03610515,0.000142021,0.000834103,0.07531427,0.318495,1.061134,4999.966,1092.426,5213.101,0.878985
215,1090.811,1092.981,0.3208383,0.03610512,0.000142021,0.000834103,0.07531428,0.3184951,1.061133,4999.966,1092.426,5213.101,0.8789847
216,1090.811,1092.98,0.3208383,0.0361051,0.00014202,0.000834103,0.07531426,0.3184952,1.061133,4999.966,1092.426,5213.101,0.8789843
217,1090.811,1092.98,0.3208383,0.03610508,0.000142021,0.000834103,0.07531427,0.3184953,1.061133,4999.966,1092.425,5213.101,0.878984
218,1090.811,1092.98,0.3208383,0.03610506,0.00014202,0.000834103,0.07531426,0.3184954,1.061133,4999.967,1092.425,5213.102,0.8789837
219,1090.811,1092.98,0.3208383,0.03610504,0.000142021,0.000834103,0.07531427,0.3184955,1.061133,4999.967,1092.425,5213.102,0.8789833
220,1090.811,1092.979,0.3208384,0.03610502,0.00014202,0.000834103,0.07531425,0.3184956,1.061133,4999.968,1092.425,5213.103,0.878983
221,1090.811,1092.979,0.3208383,0.036105,0.00014202,0.000834103,0.07531426,0.3184956,1.061133,4999.967,1092.425,5213.102,0.8789827
222,1090.811,1092.979,0.3208384,0.03610498,0.00014202,0.000834103,0.07531424,0.3184957,1.061133,4999.967,1092.425,5213.102,0.8789824
223,1090.811,1092.979,0.3208384,0.03610496,0.00014202,0.000834103,0.07531425,0.3184958,1.061132,4999.967,1092.424,5213.102,0.878982
224,1090.811,1092.979,0.3208385,0.03610494,0.00014202,0.000834103,0.07531423,0.3184959,1.061133,4999.967,1092.424,5213.102,0.8789817
225,1090.811,1092.978,0.3208384,0.03610492,0.00014202,0.000834103,0.07531424,0.318496,1.061132,4999.966,1092.424,5213.101,0.8789814
226,1090.81,1092.978,0.3208385,0.0361049,0.00014202,0.000834103,0.07531422,0.3184961,1.061132,4999.966,1092.424,5213.101,0.878981
227,1090.811,1092.978,0.3208385,0.03610487,0.00014202,0.000834103,0.07531423,0.3184962,1.061132,4999.967,1092.424,5213.102,0.8789807
228,1090.81,1092.978,0.3208385,0.03610485,0.00014202,0.000834103,0.07531422,0.3184963,1.061132,4999.967,1092.424,5213.102,0.8789804
229,1090.81,1092.978,0.3208385,0.03610483,0.00014202,0.000834104,0.07531423,0.3184964,1.061132,4999.968,1092.423,5213.103,0.87898
230,1090.81,1092.978,0.3208386,0.03610481,0.00014202,0.000834104,0.07531421,0.3184965,1.061132,4999.969,1092.423,5213.104,0.8789797
231,1090.81,1092.977,0.3208386,0.03610479,0.00014202,0.000834104,0.07531421,0.3184966,1.061132,4999.969,1092.423,5213.104,0.8789794
232,1090.81,1092.977,0.3208386,0.03610478,0.00014202,0.000834104,0.07531421,0.3184966,1.061132,4999.97,1092.423,5213.105,0.8789791
233,1090.81,1092.977,0.3208386,0.03610476,0.00014202,0.000834104,0.07531421,0.3184967,1.061131,4999.969,1092.423,5213.105,0.8789788
234,1090.81,1092.977,0.3208386,0.03610474,0.00014202,0.000834104,0.07531419,0.3184968,1.061132,4999.969,1092.423,5213.105,0.8789785
235,1090.81,1092.977,0.3208386,0.03610472,0.00014202,0.000834104,0.07531419,0.3184969,1.061131,4999.969,1092.423,5213.104,0.8789782
236,1090.81,1092.976,0.3208387,0.0361047,0.00014202,0.000834104,0.07531418,0.318497,1.061132,4999.969,1092.423,5213.104,0.8789779
237,1090.81,1092.976,0.3208386,0.03610468,0.00014202,0.000834104,0.07531419,0.3184971,1.061131,4999.969,1092.422,5213.104,0.8789776
238,1090.809,1092.976,0.3208387,0.03610466,0.00014202,0.000834104,0.07531417,0.3184971,1.061131,4999.969,1092.422,5213.104,0.8789772
239,1090.809,1092.976,0.3208387,0.03610465,0.00014202,0.000834104,0.07531418,0.3184972,1.061131,4999.968,1092.422,5213.103,0.8789769
240,1090.809,1092.976,0.3208388,0.03610463,0.00014202,0.000834104,0.07531416,0.3184973,1.061131,4999.969,1092.422,5213.103,0.8789766
241,1090.809,1092.976,0.3208388,0.03610461,0.00014202,0.000834104,0.07531417,0.3184974,1.061131,4999.969,1092.422,5213.104,0.8789763
242,1090.809,1092.975,0.3208388,0.03610459,0.00014202,0.000834104,0.07531416,0.3184975,1.061131,4999.97,1092.422,5213.105,0.878976
243,1090.809,1092.975,0.3208388,0.03610457,0.00014202,0.000834104,0.07531416,0.3184976,1.061131,4999.97,1092.421,5213.105,0.8789757
244,1090.809,1092.975,0.3208388,0.03610456,0.00014202,0.000834104,0.07531415,0.3184976,1.061131,4999.971,1092.421,5213.106,0.8789754
245,1090.809,1092.975,0.3208388,0.03610454,0.00014202,0.000834104,0.07531416,0.3184977,1.06113,4999.971,1092.421,5213.105,0.8789751
246,1090.809,1092.975,0.3208389,0.03610452,0.00014202,0.000834104,0.07531415,0.3184978,1.061131,4999.971,1092.421,5213.106,0.8789748
247,1090.809,1092.975,0.3208388,0.0361045,0.00014202,0.000834104,0.07531415,0.3184979,1.06113,4999.971,1092.421,5213.106,0.8789745
248,1090.809,1092.974,0.3208389,0.03610449,0.00014202,0.000834104,0.07531414,0.318498,1.061131,4999.972,1092.421,5213.106,0.8789743
249,1090.809,1092.974,0.3208389,0.03610447,0.00014202,0.000834104,0.07531414,0.318498,1.06113,4999.972,1092.421,5213.107,0.878974
250,1090.809,1092.974,0.3208389,0.03610445,0.00014202,0.000834104,0.07531414,0.3184981,1.06113,4999.972,1092.421,5213.107,0.8789737
251,1090.809,1092.974,0.3208389,0.03610443,0.00014202,0.000834104,0.07531414,0.3184982,1.06113,4999.973,1092.42,5213.107,0.8789734
252,1090.809,1092.974,0.320839,0.03610442,0.00014202,0.000834104,0.07531413,0.3184983,1.06113,4999.973,1092.42,5213.108,0.8789732
253,1090.809,1092.974,0.3208389,0.0361044,0.00014202,0.000834104,0.07531413,0.3184983,1.06113,4999.973,1092.42,5213.108,0.8789729
254,1090.809,1092.974,0.320839,0.03610439,0.00014202,0.000834104,0.07531412,0.3184984,1.06113,4999.973,1092.42,5213.108,0.8789726
255,1090.809,1092.973,0.320839,0.03610437,0.00014202,0.000834104,0.07531413,0.3184985,1.06113,4999.974,1092.42,5213.108,0.8789724
256,1090.808,1092.973,0.320839,0.03610435,0.00014202,0.000834104,0.07531412,0.3184986,1.06113,4999.974,1092.42,5213.109,0.8789721
257,1090.808,1092.973,0.320839,0.03610434,0.00014202,0.000834105,0.07531412,0.3184986,1.061129,4999.974,1092.42,5213.109,0.8789718
258,1090.808,1092.973,0.320839,0.03610432,0.00014202,0.000834105,0.07531411,0.3184987,1.06113,4999.974,1092.42,5213.109,0.8789716
259,1090.808,1092.973,0.320839,0.0361043,0.00014202,0.000834105,0.07531411,0.3184988,1.061129,4999.975,1092.42,5213.11,0.8789713
260,1090.808,1092.973,0.320839,0.03610429,0.00014202,0.000834105,0.07531411,0.3184989,1.06113,4999.975,1092.42,5213.11,0.8789711
261,1090.808,1092.973,0.320839,0.03610427,0.00014202,0.000834105,0.07531411,0.3184989,1.061129,4999.975,1092.419,5213.109,0.8789708
262,1090.808,1092.972,0.3208391,0.03610426,0.00014202,0.000834105,0.0753141,0.318499,1.061129,4999.975,1092.419,5213.109,0.8789706
263,1090.808,1092.972,0.3208391,0.03610424,0.00014202,0.000834105,0.0753141,0.3184991,1.061129,4999.974,1092.419,5213.109,0.8789703
264,1090.808,1092.972,0.3208391,0.03610422,0.00014202,0.000834105,0.07531409,0.3184991,1.061129,4999.974,1092.419,5213.109,0.87897
265,1090.808,1092.972,0.3208391,0.03610421,0.00014202,0.000834105,0.07531409,0.3184992,1.061129,4999.974,1092.419,5213.109,0.8789698
266,1090.808,1092.972,0.3208392,0.03610419,0.00014202,0.000834105,0.07531408,0.3184993,1.061129,4999.974,1092.419,5213.109,0.8789695
267,1090.808,1092.972,0.3208391,0.03610417,0.00014202,0.000834105,0.0753141,0.3184994,1.061129,4999.975,1092.419,5213.11,0.8789693
268,1090.808,1092.972,0.3208391,0.03610416,0.00014202,0.000834105,0.07531409,0.3184994,1.061129,4999.976,1092.419,5213.111,0.878969
269,1090.808,1092.972,0.3208391,0.03610415,0.00014202,0.000834105,0.07531409,0.3184995,1.061128,4999.977,1092.419,5213.112,0.8789688
270,1090.808,1092.971,0.3208391,0.03610413,0.00014202,0.000834105,0.07531408,0.3184996,1.061129,4999.977,1092.419,5213.112,0.8789686
271,1090.808,1092.971,0.3208391,0.03610412,0.00014202,0.000834105,0.07531409,0.3184996,1.061128,4999.978,1092.418,5213.113,0.8789684
272,1090.808,1092.971,0.3208391,0.0361041,0.00014202,0.000834105,0.07531408,0.3184997,1.061128,4999.979,1092.418,5213.114,0.8789681
273,1090.808,1092.971,0.3208391,0.03610409,0.00014202,0.000834105,0.07531409,0.3184998,1.061128,4999.979,1092.418,5213.114,0.8789679
274,1090.808,1092.971,0.3208391,0.03610407,0.00014202,0.000834105,0.07531408,0.3184998,1.061128,4999.979,1092.418,5213.115,0.8789677
275,1090.808,1092.971,0.3208391,0.03610406,0.00014202,0.000834105,0.07531409,0.3184999,1.061128,4999.98,1092.418,5213.115,0.8789675
276,1090.808,1092.971,0.3208391,0.03610405,0.00014202,0.000834105,0.07531408,0.3185,1.061128,4999.981,1092.418,5213.116,0.8789673
277,1090.808,1092.971,0.3208391,0.03610403,0.00014202,0.000834105,0.07531409,0.3185,1.061128,4999.98,1092.418,5213.116,0.8789671
278,1090.808,1092.97,0.3208392,0.03610402,0.00014202,0.000834105,0.07531408,0.3185001,1.061128,4999.981,1092.418,5213.116,0.8789669
279,1090.808,1092.97,0.3208391,0.036104,0.00014202,0.000834106,0.07531409,0.3185002,1.061128,4999.981,1092.418,5213.117,0.8789667
280,1090.808,1092.97,0.3208392,0.03610399,0.00014202,0.000834106,0.07531407,0.3185002,1.061128,4999.98,1092.418,5213.116,0.8789665
281,1090.808,1092.97,0.3208392,0.03610398,0.00014202,0.000834106,0.07531408,0.3185003,1.061128,4999.98,1092.417,5213.116,0.8789663
282,1090.807,1092.97,0.3208392,0.03610396,0.00014202,0.000834106,0.07531406,0.3185004,1.061128,4999.979,1092.417,5213.115,0.8789661
283,1090.808,1092.97,0.3208392,0.03610394,0.00014202,0.000834106,0.07531407,0.3185004,1.061127,4999.978,1092.417,5213.114,0.8789659
284,1090.807,1092.97,0.3208393,0.03610393,0.00014202,0.000834106,0.07531406,0.3185005,1.061128,4999.977,1092.417,5213.113,0.8789657
285,1090.807,1092.97,0.3208392,0.03610392,0.00014202,0.000834106,0.07531406,0.3185006,1.061127,4999.976,1092.417,5213.113,0.8789654
286,1090.807,1092.969,0.3208393,0.0361039,0.00014202,0.000834106,0.07531405,0.3185006,1.061128,4999.976,1092.417,5213.112,0.8789652
287,1090.807,1092.969,0.3208392,0.03610389,0.00014202,0.000834106,0.07531406,0.3185007,1.061127,4999.976,1092.417,5213.112,0.878965
288,1090.807,1092.969,0.3208393,0.03610387,0.00014202,0.000834106,0.07531405,0.3185008,1.061128,4999.977,1092.417,5213.113,0.8789647
289,1090.807,1092.969,0.3208393,0.03610386,0.00014202,0.000834106,0.07531405,0.3185008,1.061127,4999.977,1092.417,5213.113,0.8789645
290,1090.807,1092.969,0.3208393,0.03610385,0.00014202,0.000834106,0.07531405,0.3185009,1.061128,4999.978,1092.417,5213.114,0.8789643
291,1090.807,1092.969,0.3208393,0.03610383,0.00014202,0.000834106,0.07531406,0.318501,1.061127,4999.978,1092.417,5213.114,0.8789641
292,1090.807,1092.969,0.3208393,0.03610382,0.00014202,0.000834106,0.07531406,0.318501,1.061128,4999.979,1092.417,5213.115,0.8789638
293,1090.807,1092.969,0.3208393,0.0361038,0.00014202,0.000834106,0.07531405,0.3185011,1.061127,4999.979,1092.416,5213.115,0.8789636
294,1090.807,1092.969,0.3208393,0.03610379,0.00014202,0.000834106,0.07531404,0.3185011,1.061127,4999.979,1092.416,5213.115,0.8789634
295,1090.807,1092.969,0.3208393,0.03610378,0.00014202,0.000834106,0.07531405,0.3185012,1.061127,4999.979,1092.416,5213.116,0.8789632
296,1090.807,1092.968,0.3208393,0.03610377,0.00014202,0.000834106,0.07531404,0.3185013,1.061127,4999.98,1092.416,5213.116,0.878963
297,1090.807,1092.968,0.3208393,0.03610375,0.00014202,0.000834106,0.07531405,0.3185013,1.061127,4999.98,1092.416,5213.116,0.8789628
298,1090.807,1092.968,0.3208393,0.03610374,0.00014202,0.000834106,0.07531404,0.3185014,1.061127,4999.98,1092.416,5213.117,0.8789626
299,1090.807,1092.968,0.3208393,0.03610373,0.00014202,0.000834107,0.07531405,0.3185014,1.061127,4999.981,1092.416,5213.118,0.8789624
300,1090.807,1092.968,0.3208393,0.03610372,0.00014202,0.000834107,0.07531404,0.3185015,1.061127,4999.982,1092.416,5213.118,0.8789623
301,1090.807,1092.968,0.3208393,0.0361037,0.00014202,0.000834107,0.07531405,0.3185016,1.061127,4999.982,1092.416,5213.118,0.8789621
302,1090.807,1092.968,0.3208393,0.03610369,0.00014202,0.000834107,0.07531404,0.3185016,1.061127,4999.982,1092.416,5213.119,0.8789619
303,1090.807,1092.968,0.3208393,0.03610368,0.00014202,0.000834107,0.07531404,0.3185017,1.061126,4999.982,1092.416,5213.119,0.8789617
304,1090.807,1092.968,0.3208393,0.03610367,0.00014202,0.000834107,0.07531403,0.3185017,1.061127,4999.983,1092.416,5213.119,0.8789615
305,1090.807,1092.968,0.3208393,0.03610366,0.00014202,0.000834107,0.07531404,0.3185018,1.061126,4999.983,1092.416,5213.12,0.8789614
306,1090.807,1092.968,0.3208393,0.03610364,0.00014202,0.000834107,0.07531404,0.3185018,1.061127,4999.983,1092.416,5213.12,0.8789612
307,1090.807,1092.968,0.3208393,0.03610363,0.00014202,0.000834107,0.07531404,0.3185019,1.061126,4999.983,1092.416,5213.12,0.878961
308,1090.807,1092.967,0.3208394,0.03610362,0.000142019,0.000834107,0.07531403,0.3185019,1.061126,4999.983,1092.416,5213.12,0.8789609
309,1090.807,1092.967,0.3208393,0.03610361,0.00014202,0.000834107,0.07531404,0.318502,1.061126,4999.983,1092.415,5213.12,0.8789607
310,1090.807,1092.967,0.3208394,0.0361036,0.000142019,0.000834107,0.07531403,0.3185021,1.061126,4999.983,1092.415,5213.12,0.8789605
311,1090.807,1092.967,0.3208393,0.03610358,0.00014202,0.000834107,0.07531404,0.3185021,1.061126,4999.983,1092.415,5213.12,0.8789604
312,1090.807,1092.967,0.3208394,0.03610357,0.000142019,0.000834107,0.07531402,0.3185022,1.061126,4999.984,1092.415,5213.121,0.8789602
313,1090.807,1092.967,0.3208393,0.03610356,0.00014202,0.000834107,0.07531404,0.3185022,1.061126,4999.984,1092.415,5213.121,0.87896
314,1090.807,1092.967,0.3208394,0.03610355,0.000142019,0.000834107,0.07531403,0.3185023,1.061126,4999.984,1092.415,5213.121,0.8789599
315,1090.807,1092.967,0.3208393,0.03610354,0.00014202,0.000834107,0.07531404,0.3185023,1.061126,4999.984,1092.415,5213.122,0.8789597
316,1090.807,1092.967,0.3208394,0.03610353,0.000142019,0.000834107,0.07531403,0.3185024,1.061126,4999.984,1092.415,5213.122,0.8789596
317,1090.807,1092.967,0.3208393,0.03610351,0.00014202,0.000834107,0.07531404,0.3185024,1.061126,4999.984,1092.415,5213.122,0.8789594
318,1090.807,1092.967,0.3208394,0.0361035,0.000142019,0.000834107,0.07531402,0.3185025,1.061126,4999.984,1092.415,5213.122,0.8789592
319,1090.807,1092.967,0.3208393,0.03610349,0.000142019,0.000834108,0.07531403,0.3185026,1.061125,4999.985,1092.415,5213.122,0.8789591
320,1090.807,1092.966,0.3208394,0.03610348,0.000142019,0.000834108,0.07531402,0.3185026,1.061126,4999.985,1092.415,5213.122,0.8789589
321,1090.807,1092.966,0.3208394,0.03610347,0.000142019,0.000834108,0.07531403,0.3185027,1.061125,4999.984,1092.415,5213.122,0.8789588
322,1090.807,1092.966,0.3208394,0.03610346,0.000142019,0.000834108,0.07531402,0.3185027,1.061126,4999.985,1092.415,5213.123,0.8789586
323,1090.807,1092.966,0.3208394,0.03610345,0.000142019,0.000834108,0.07531403,0.3185028,1.061125,4999.984,1092.415,5213.122,0.8789585
324,1090.806,1092.966,0.3208394,0.03610344,0.000142019,0.000834108,0.07531402,0.3185028,1.061125,4999.984,1092.415,5213.122,0.8789583
325,1090.806,1092.966,0.3208394,0.03610342,0.000142019,0.000834108,0.07531402,0.3185029,1.061125,4999.983,1092.414,5213.121,0.8789581
326,1090.806,1092.966,0.3208395,0.03610341,0.000142019,0.000834108,0.07531401,0.3185029,1.061125,4999.983,1092.414,5213.121,0.878958
327,1090.807,1092.966,0.3208394,0.0361034,0.000142019,0.000834108,0.07531402,0.318503,1.061125,4999.984,1092.414,5213.122,0.8789578
328,1090.806,1092.966,0.3208394,0.03610339,0.000142019,0.000834108,0.07531401,0.318503,1.061125,4999.984,1092.414,5213.122,0.8789577
329,1090.807,1092.966,0.3208394,0.03610338,0.000142019,0.000834108,0.07531402,0.3185031,1.061125,4999.984,1092.414,5213.122,0.8789575
330,1090.806,1092.966,0.3208394,0.03610337,0.000142019,0.000834108,0.07531401,0.3185031,1.061125,4999.984,1092.414,5213.123,0.8789573
331,1090.807,1092.966,0.3208394,0.03610336,0.000142019,0.000834108,0.07531402,0.3185032,1.061125,4999.985,1092.414,5213.123,0.8789572
332,1090.806,1092.966,0.3208394,0.03610335,0.000142019,0.000834108,0.07531401,0.3185032,1.061125,4999.985,1092.414,5213.123,0.878957
333,1090.807,1092.966,0.3208394,0.03610334,0.000142019,0.000834108,0.07531403,0.3185033,1.061125,4999.985,1092.414,5213.124,0.8789569
334,1090.806,1092.965,0.3208394,0.03610333,0.000142019,0.000834108,0.07531402,0.3185033,1.061125,4999.986,1092.414,5213.124,0.8789567
335,1090.807,1092.965,0.3208394,0.03610332,0.000142019,0.000834109,0.07531403,0.3185034,1.061125,4999.986,1092.414,5213.125,0.8789566
336,1090.806,1092.965,0.3208394,0.03610331,0.000142019,0.000834108,0.07531401,0.3185034,1.061125,4999.986,1092.414,5213.125,0.8789565
337,1090.807,1092.965,0.3208394,0.0361033,0.000142019,0.000834109,0.07531402,0.3185035,1.061125,4999.986,1092.414,5213.125,0.8789563
