Time,Tair_min,Tair_mean,Tair_max,Tfuel_min,Tfuel_mean,Tfuel_max,rhoAir_min,rhoAir_mean,rhoAir_max,rhoFuel_min,rhoFuel_mean,rhoFuel_max,muAir_min,muAir_mean,muAir_max,muFuel_min,muFuel_mean,muFuel_max,nuAir_min,nuAir_mean,nuAir_max,nuFuel_min,nuFuel_mean,nuFuel_max,kAir_min,kAir_mean,kAir_max,kFuel_min,kFuel_mean,kFuel_max,sumVolume,Nern_min,Nern_max,ibar0,ibar,stack_Voltage,min_curr,max_curr,Energy_Ir,Energy_Fr,Energy_t_min,Energy_t_mean,Energy_t_max,mean_curr,V
42,1001.863,1093.026,1099.468,1030.965,1095.25,1099.466,0.3134115,0.3201499,0.3509883,0.02779203,0.03621022,0.04739953,4.34E-05,4.56E-05,4.60E-05,2.49E-05,2.99E-05,3.35E-05,0.000123523,0.000142493,0.000143918,0.000705949,0.000835175,0.000943549,0.07046126,0.07543291,0.07588133,0.2549845,0.3180386,0.3855429,3.87E-09,1.003779,1.060094,5000,5133.344,0.8745483,4496.533,6192.914,0.001471475,6.58E-11,1001.866,1094.829,1099.635,5331.763,0.8745483
43,1001.866,1093.174,1099.632,1031.016,1095.402,1099.63,0.3133491,0.3201024,0.3509873,0.02778811,0.03622599,0.04743439,4.34E-05,4.56E-05,4.60E-05,2.49E-05,2.99E-05,3.35E-05,0.000123524,0.000142524,0.000143953,0.000705717,0.000835142,0.000943795,0.07046142,0.07544065,0.07589019,0.2548534,0.3179559,0.385586,3.87E-09,1.003662,1.060008,5000,5134.795,0.8758963,4494.363,6204.697,0.001277847,9.80E-11,1001.867,1094.876,1099.69,5336.975,0.8758963
44,1001.867,1093.22,1099.687,1031.033,1095.45,1099.685,0.3133269,0.3200869,0.3509867,0.02778685,0.03623587,0.04745207,4.34E-05,4.56E-05,4.60E-05,2.49E-05,2.99E-05,3.35E-05,0.000123524,0.000142534,0.000143964,0.000705578,0.000835073,0.000943874,0.07046151,0.07544294,0.07589311,0.2547848,0.3179009,0.3855997,3.87E-09,1.003649,1.059977,5000,5131.076,0.8772071,4487.486,6210.71,0.00106569,9.66E-11,1001.866,1094.83,1099.646,5336.988,0.8772071
45,1001.866,1093.174,1099.644,1031.018,1095.404,1099.642,0.3133412,0.3201002,0.350987,0.027788,0.03624014,0.0474536,4.34E-05,4.56E-05,4.60E-05,2.49E-05,2.99E-05,3.35E-05,0.000123524,0.000142524,0.000143955,0.000705528,0.000834975,0.000943805,0.07046146,0.07544036,0.07589067,0.2547752,0.3178723,0.3855871,3.87E-09,1.003724,1.059994,5000,5122.926,0.8784363,4476.703,6211.416,0.001085538,6.14E-11,1001.864,1094.703,1099.518,5332.404,0.8784363
46,1001.864,1093.049,1099.515,1030.976,1095.276,1099.514,0.3133865,0.3201385,0.3509878,0.02779123,0.0362393,0.04744079,4.34E-05,4.56E-05,4.60E-05,2.49E-05,2.99E-05,3.35E-05,0.000123523,0.000142497,0.000143927,0.00070556,0.000834854,0.000943605,0.07046133,0.07543355,0.07588357,0.254818,0.3178682,0.3855516,3.87E-09,1.003878,1.060054,5000,5111.168,0.879548,4462.867,6207.418,0.001316768,5.98E-11,1001.86,1094.509,1099.319,5323.93,0.879548
47,1001.86,1092.858,1099.317,1030.911,1095.082,1099.315,0.3134585,0.3201974,0.3509891,0.02779617,0.03623396,0.04741565,4.34E-05,4.56E-05,4.60E-05,2.49E-05,2.99E-05,3.35E-05,0.000123523,0.000142456,0.000143884,0.000705663,0.000834719,0.0009433,0.0704611,0.07542328,0.07587265,0.2549062,0.3178859,0.3854972,3.87E-09,1.004094,1.060149,5000,5096.661,0.8805146,4446.853,6199.42,0.001543187,2.00E-11,1001.856,1094.264,1099.065,5312.336,0.8805146
48,1001.856,1092.616,1099.063,1030.828,1094.835,1099.061,0.3135503,0.3202724,0.3509907,0.02780245,0.03622482,0.04738037,4.34E-05,4.56E-05,4.60E-05,2.49E-05,2.99E-05,3.34E-05,0.000123522,0.000142404,0.000143829,0.000705828,0.000834575,0.000942911,0.07046084,0.07541031,0.07585873,0.255032,0.3179225,0.3854283,3.87E-09,1.004358,1.060271,5000,5080.266,0.8813173,4429.506,6188.204,0.001690623,7.67E-11,1001.85,1093.982,1098.773,5298.417,0.8813173
49,1001.85,1092.339,1098.77,1030.734,1094.552,1098.768,0.3136574,0.3203588,0.3509927,0.02780968,0.03621265,0.04733735,4.34E-05,4.56E-05,4.60E-05,2.49E-05,2.99E-05,3.34E-05,0.00012352,0.000142345,0.000143767,0.000706043,0.000834431,0.000942464,0.0704605,0.07539547,0.0758427,0.2551871,0.3179744,0.385349,3.87E-09,1.004652,1.060412,5000,5062.816,0.8819454,4411.626,6174.567,0.001763597,8.85E-11,1001.844,1093.678,1098.456,5282.963,0.8819454
50,1001.844,1092.04,1098.454,1030.632,1094.246,1098.452,0.3137727,0.3204521,0.3509948,0.02781747,0.03619825,0.04728899,4.34E-05,4.56E-05,4.60E-05,2.49E-05,2.98E-05,3.34E-05,0.000123519,0.000142281,0.000143699,0.000706294,0.00083429,0.000941981,0.07046016,0.07537949,0.07582538,0.2553627,0.3180381,0.3852634,3.87E-09,1.004965,1.060565,5000,5045.081,0.8823962,4393.937,6159.31,0.001769026,6.66E-11,1001.837,1093.367,1098.131,5266.729,0.8823962
51,1001.837,1091.734,1098.129,1030.527,1093.933,1098.127,0.3138923,0.320548,0.3509971,0.02782548,0.03618239,0.04723761,4.34E-05,4.56E-05,4.60E-05,2.49E-05,2.98E-05,3.34E-05,0.000123518,0.000142216,0.000143629,0.00070657,0.000834159,0.000941486,0.07045977,0.07536313,0.07580758,0.2555506,0.3181099,0.3851756,3.87E-09,1.00528,1.060723,5000,5027.751,0.8826738,4377.071,6143.192,0.001767417,5.79E-11,1001.831,1093.06,1097.81,5250.407,0.8826738
52,1001.831,1091.431,1097.807,1030.423,1093.624,1097.806,0.3140103,0.3206428,0.3509992,0.02783339,0.03616583,0.04718533,4.34E-05,4.56E-05,4.60E-05,2.49E-05,2.98E-05,3.34E-05,0.000123517,0.000142152,0.00014356,0.000706858,0.00083404,0.000940996,0.07045943,0.075347,0.07578999,0.2557429,0.3181864,0.385089,3.87E-09,1.005589,1.060879,5000,5011.418,0.8827879,4361.551,6126.922,0.001719911,4.39E-11,1001.825,1092.768,1097.504,5234.611,0.8827879
53,1001.825,1091.144,1097.501,1030.325,1093.33,1097.5,0.314123,0.3207329,0.3510013,0.02784092,0.03614924,0.04713414,4.34E-05,4.56E-05,4.60E-05,2.49E-05,2.98E-05,3.33E-05,0.000123515,0.000142091,0.000143494,0.000707147,0.000833938,0.000940531,0.07045908,0.0753317,0.07577326,0.2559323,0.3182642,0.3850066,3.87E-09,1.005879,1.061028,5000,4996.569,0.8827536,4347.792,6111.125,0.001628788,9.69E-11,1001.82,1092.5,1097.222,5219.865,0.8827536
54,1001.82,1090.88,1097.22,1030.235,1093.061,1097.218,0.3142268,0.3208159,0.3510031,0.02784783,0.03613324,0.0470857,4.34E-05,4.56E-05,4.60E-05,2.49E-05,2.98E-05,3.33E-05,0.000123514,0.000142034,0.000143434,0.000707427,0.000833852,0.000940104,0.07045879,0.07531766,0.07575787,0.2561126,0.3183404,0.3849309,3.87E-09,1.006144,1.061165,5000,4983.575,0.8825894,4336.089,6096.333,0.001497222,7.18E-11,1001.815,1092.263,1096.973,5206.588,0.8825894
55,1001.815,1090.648,1096.971,1030.155,1092.823,1096.969,0.314319,0.3208893,0.3510048,0.02785394,0.03611833,0.04704143,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123513,0.000141985,0.000143381,0.000707689,0.000833786,0.000939726,0.0704585,0.07530527,0.07574425,0.2562783,0.3184124,0.3848641,3.87E-09,1.006375,1.061285,5000,4972.696,0.8823163,4326.634,6082.976,0.001411236,4.51E-11,1001.811,1092.062,1096.761,5195.097,0.8823163
56,1001.811,1090.45,1096.759,1030.088,1092.621,1096.757,0.3143974,0.3209517,0.3510062,0.02785913,0.03610494,0.04700238,4.34E-05,4.55E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123513,0.000141943,0.000143335,0.000707927,0.000833739,0.000939405,0.07045828,0.07529477,0.07573268,0.2564253,0.318478,0.3848073,3.87E-09,1.006569,1.061389,5000,4964.085,0.8819572,4319.507,6071.384,0.001275883,5.59E-11,1001.808,1091.901,1096.59,5185.605,0.8819572
57,1001.808,1090.291,1096.588,1030.034,1092.458,1096.586,0.314461,0.3210019,0.3510073,0.02786331,0.03609336,0.04696933,4.34E-05,4.55E-05,4.59E-05,2.49E-05,2.97E-05,3.33E-05,0.000123512,0.000141909,0.000143299,0.000708135,0.000833711,0.000939147,0.0704581,0.07528636,0.07572335,0.2565505,0.3185355,0.3847617,3.87E-09,1.006723,1.061471,5000,4957.791,0.8815351,4314.698,6061.782,0.00108759,9.79E-11,1001.805,1091.78,1096.461,5178.228,0.8815351
58,1001.805,1090.172,1096.459,1029.993,1092.336,1096.457,0.3145087,0.3210397,0.3510082,0.02786645,0.03608381,0.04694276,4.34E-05,4.55E-05,4.59E-05,2.49E-05,2.97E-05,3.32E-05,0.000123511,0.000141884,0.000143271,0.000708309,0.0008337,0.000938953,0.07045795,0.07528005,0.07571633,0.2566519,0.3185839,0.3847274,3.87E-09,1.006836,1.061533,5000,4953.774,0.8810728,4312.109,6054.287,0.000981971,9.02E-11,1001.804,1091.699,1096.375,5172.988,0.8810728
59,1001.804,1090.092,1096.372,1029.966,1092.255,1096.371,0.3145415,0.3210651,0.3510087,0.02786855,0.0360764,0.04692282,4.34E-05,4.55E-05,4.59E-05,2.49E-05,2.97E-05,3.32E-05,0.000123511,0.000141868,0.000143252,0.000708447,0.000833705,0.000938823,0.07045787,0.07527586,0.07571161,0.2567288,0.3186223,0.3847045,3.87E-09,1.006909,1.061574,5000,4951.914,0.880592,4311.576,6048.938,0.000899401,6.29E-11,1001.803,1091.656,1096.328,5169.826,0.880592
60,1001.803,1090.05,1096.326,1029.952,1092.212,1096.324,0.3145589,0.3210787,0.351009,0.02786966,0.03607114,0.04690945,4.34E-05,4.55E-05,4.59E-05,2.49E-05,2.97E-05,3.32E-05,0.000123511,0.000141859,0.000143243,0.000708549,0.000833724,0.000938754,0.07045782,0.07527368,0.0757091,0.2567811,0.3186505,0.3846924,3.87E-09,1.006945,1.061596,5000,4952.029,0.8801122,4312.878,6045.675,0.000799468,9.44E-11,1001.803,1091.649,1096.319,5168.617,0.8801122
61,1001.803,1090.044,1096.317,1029.95,1092.205,1096.315,0.3145631,0.3210811,0.351009,0.02786984,0.03606798,0.04690229,4.34E-05,4.55E-05,4.59E-05,2.49E-05,2.97E-05,3.32E-05,0.000123511,0.000141857,0.000143241,0.000708616,0.000833754,0.000938741,0.07045782,0.07527337,0.07570862,0.2568102,0.3186687,0.3846903,3.87E-09,1.006945,1.061599,5000,4953.882,0.8796511,4315.753,6044.381,0.000712005,5.90E-11,1001.803,1091.674,1096.343,5169.176,0.8796511
62,1001.803,1090.068,1096.341,1029.959,1092.23,1096.339,0.3145545,0.3210739,0.3510088,0.02786922,0.03606677,0.0469009,4.34E-05,4.55E-05,4.59E-05,2.49E-05,2.97E-05,3.32E-05,0.000123511,0.000141863,0.000143246,0.000708649,0.000833794,0.000938779,0.07045786,0.07527469,0.07570995,0.2568176,0.3186773,0.3846972,3.87E-09,1.006916,1.061586,5000,4957.206,0.8792231,4319.912,6044.872,0.000747394,8.95E-11,1001.805,1091.726,1096.396,5171.277,0.8792231
63,1001.805,1090.118,1096.393,1029.976,1092.281,1096.391,0.3145358,0.3210582,0.3510083,0.02786789,0.03606734,0.04690457,4.34E-05,4.55E-05,4.59E-05,2.49E-05,2.97E-05,3.32E-05,0.000123511,0.000141874,0.000143257,0.000708652,0.00083384,0.00093886,0.07045793,0.07527744,0.07571284,0.2568058,0.3186773,0.3847116,3.87E-09,1.00686,1.061559,5000,4961.706,0.8788402,4325.056,6046.926,0.000826355,9.10E-11,1001.806,1091.799,1096.471,5174.664,0.8788402
64,1001.806,1090.19,1096.469,1030.002,1092.355,1096.467,0.314508,0.3210358,0.3510078,0.027866,0.03606945,0.04691259,4.34E-05,4.55E-05,4.59E-05,2.49E-05,2.97E-05,3.32E-05,0.000123512,0.000141889,0.000143273,0.000708628,0.000833891,0.000938976,0.07045802,0.07528131,0.07571699,0.2567776,0.3186696,0.3847323,3.87E-09,1.006784,1.061521,5000,4967.082,0.878511,4330.878,6050.285,0.000928788,8.07E-11,1001.808,1091.889,1096.565,5179.063,0.878511
65,1001.808,1090.279,1096.562,1030.032,1092.446,1096.56,0.314474,0.3210081,0.3510071,0.02786368,0.03607284,0.04692409,4.34E-05,4.55E-05,4.59E-05,2.49E-05,2.97E-05,3.32E-05,0.000123512,0.000141908,0.000143293,0.000708582,0.000833943,0.000939119,0.07045812,0.07528608,0.07572211,0.2567361,0.3186555,0.3847577,3.87E-09,1.006692,1.061473,5000,4973.035,0.8782414,4337.09,6054.681,0.001023809,8.41E-11,1001.811,1091.991,1096.67,5184.194,0.8782414
66,1001.811,1090.379,1096.668,1030.067,1092.548,1096.666,0.3144352,0.3209769,0.3510062,0.02786106,0.03607723,0.04693824,4.34E-05,4.55E-05,4.59E-05,2.49E-05,2.97E-05,3.33E-05,0.000123513,0.000141929,0.000143316,0.000708518,0.000833995,0.00093928,0.07045828,0.07529141,0.07572789,0.2566844,0.3186361,0.3847863,3.87E-09,1.006591,1.061421,5000,4979.28,0.8780342,4343.416,6059.827,0.001027409,4.28E-11,1001.813,1092.099,1096.782,5189.788,0.8780342
67,1001.813,1090.485,1096.78,1030.104,1092.657,1096.778,0.314394,0.3209436,0.3510055,0.02785828,0.03608235,0.04695416,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.97E-05,3.33E-05,0.000123513,0.000141952,0.00014334,0.000708442,0.000834046,0.000939452,0.07045839,0.07529709,0.07573405,0.2566259,0.318613,0.3848168,3.87E-09,1.006483,1.061364,5000,4985.556,0.8778897,4349.614,6065.454,0.000981068,1.98E-11,1001.815,1092.208,1096.897,5195.583,0.8778897
68,1001.815,1090.592,1096.894,1030.141,1092.767,1096.893,0.3143518,0.3209099,0.3510046,0.02785545,0.03608791,0.04697107,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123514,0.000141975,0.000143365,0.000708356,0.000834092,0.000939626,0.07045853,0.07530282,0.0757403,0.2565635,0.3185872,0.3848476,3.87E-09,1.006376,1.061307,5000,4991.627,0.877806,4355.468,6071.3,0.000981475,7.33E-11,1001.818,1092.315,1097.009,5201.344,0.877806
69,1001.818,1090.698,1097.006,1030.177,1092.874,1097.004,0.3143107,0.3208769,0.3510038,0.0278527,0.03609367,0.04698818,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123514,0.000141997,0.000143389,0.000708267,0.000834133,0.000939796,0.07045866,0.07530843,0.07574642,0.2565002,0.3185602,0.3848778,3.87E-09,1.006271,1.061251,5000,4997.294,0.8777789,4360.806,6077.128,0.000984154,8.84E-11,1001.82,1092.416,1097.114,5206.864,0.8777789
70,1001.82,1090.796,1097.112,1030.212,1092.975,1097.11,0.3142715,0.3208458,0.3510031,0.0278501,0.03609938,0.0470048,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123514,0.000142018,0.000143411,0.000708177,0.000834169,0.000939956,0.07045879,0.07531369,0.07575217,0.2564385,0.3185331,0.3849062,3.87E-09,1.006174,1.061198,5000,5002.398,0.8778029,4365.489,6082.722,0.000954937,4.09E-11,1001.822,1092.507,1097.21,5211.969,0.8778029
71,1001.822,1090.886,1097.208,1030.243,1093.067,1097.206,0.3142363,0.3208175,0.3510023,0.02784774,0.03610483,0.04702036,4.34E-05,4.56E-05,4.60E-05,2.49E-05,2.98E-05,3.33E-05,0.000123515,0.000142037,0.000143432,0.000708091,0.000834198,0.000940102,0.07045892,0.07531846,0.07575741,0.2563805,0.318507,0.384932,3.87E-09,1.006086,1.06115,5000,5006.815,0.8778711,4369.424,6087.909,0.000890801,6.94E-11,1001.824,1092.587,1097.294,5216.518,0.8778711
72,1001.824,1090.964,1097.291,1030.27,1093.147,1097.29,0.314205,0.3207929,0.3510017,0.02784568,0.03610986,0.04703442,4.34E-05,4.56E-05,4.60E-05,2.49E-05,2.98E-05,3.33E-05,0.000123515,0.000142054,0.00014345,0.000708011,0.00083422,0.000940229,0.07045901,0.07532262,0.07576199,0.2563281,0.3184825,0.3849545,3.87E-09,1.006011,1.061108,5000,5010.463,0.8779757,4372.551,6092.547,0.000836903,4.60E-11,1001.825,1092.653,1097.364,5220.411,0.8779757
73,1001.825,1091.03,1097.362,1030.293,1093.214,1097.36,0.314179,0.3207722,0.3510012,0.02784396,0.03611432,0.04704658,4.34E-05,4.56E-05,4.60E-05,2.49E-05,2.98E-05,3.33E-05,0.000123516,0.000142067,0.000143465,0.000707941,0.000834235,0.000940335,0.0704591,0.07532609,0.07576582,0.2562826,0.3184606,0.3849733,3.87E-09,1.005948,1.061073,5000,5013.298,0.8781087,4374.849,6096.527,0.000791484,1.91E-11,1001.826,1092.706,1097.419,5223.579,0.8781087
74,1001.826,1091.081,1097.417,1030.311,1093.267,1097.415,0.3141582,0.3207559,0.3510007,0.02784261,0.03611811,0.04705659,4.34E-05,4.56E-05,4.60E-05,2.49E-05,2.98E-05,3.33E-05,0.000123516,0.000142078,0.000143477,0.00070788,0.000834244,0.000940419,0.07045917,0.07532881,0.07576884,0.2562449,0.3184416,0.3849881,3.87E-09,1.0059,1.061044,5000,5015.31,0.8782618,4376.33,6099.787,0.000696026,6.99E-11,1001.828,1092.744,1097.46,5225.991,0.8782618
75,1001.828,1091.118,1097.457,1030.324,1093.305,1097.456,0.3141432,0.320744,0.3510003,0.02784163,0.03612117,0.04706432,4.34E-05,4.56E-05,4.60E-05,2.49E-05,2.98E-05,3.33E-05,0.000123516,0.000142086,0.000143485,0.000707832,0.000834246,0.00094048,0.07045924,0.07533078,0.07577104,0.2562157,0.318426,0.3849989,3.87E-09,1.005866,1.061024,5000,5016.519,0.878427,4377.036,6102.28,0.000712027,2.95E-11,1001.828,1092.767,1097.485,5227.646,0.878427
76,1001.828,1091.142,1097.483,1030.333,1093.329,1097.481,0.3141333,0.3207366,0.3510001,0.02784101,0.03612348,0.04706974,4.34E-05,4.56E-05,4.60E-05,2.49E-05,2.98E-05,3.33E-05,0.000123516,0.000142091,0.000143491,0.000707796,0.000834243,0.000940518,0.07045927,0.07533199,0.07577242,0.256195,0.318414,0.3850056,3.87E-09,1.005847,1.061011,5000,5016.977,0.8785967,4377.028,6104.017,0.000666856,7.63E-11,1001.828,1092.778,1097.497,5228.571,0.8785967
77,1001.828,1091.152,1097.495,1030.337,1093.34,1097.493,0.314129,0.3207332,0.351,0.02784074,0.03612502,0.04707288,4.34E-05,4.56E-05,4.60E-05,2.49E-05,2.98E-05,3.33E-05,0.000123516,0.000142093,0.000143493,0.000707772,0.000834235,0.000940535,0.07045929,0.07533252,0.07577304,0.2561828,0.3184055,0.3850086,3.87E-09,1.00584,1.061004,5000,5016.753,0.8787643,4376.392,6105.012,0.000594627,7.95E-11,1001.828,1092.776,1097.495,5228.818,0.8787643
78,1001.828,1091.15,1097.493,1030.336,1093.338,1097.491,0.3141291,0.3207337,0.3510001,0.02784078,0.03612583,0.04707387,4.34E-05,4.56E-05,4.60E-05,2.49E-05,2.98E-05,3.33E-05,0.000123516,0.000142093,0.000143493,0.000707761,0.000834224,0.000940533,0.07045928,0.07533239,0.07577295,0.2561786,0.3184005,0.3850081,3.87E-09,1.005846,1.061004,5000,5015.934,0.8789236,4375.223,6105.32,0.000570044,4.83E-11,1001.828,1092.763,1097.483,5228.455,0.8789236
79,1001.828,1091.137,1097.48,1030.332,1093.325,1097.479,0.3141337,0.3207375,0.351,0.02784111,0.03612597,0.04707292,4.34E-05,4.56E-05,4.60E-05,2.49E-05,2.98E-05,3.33E-05,0.000123516,0.00014209,0.00014349,0.000707761,0.000834209,0.000940513,0.07045928,0.07533171,0.07577224,0.2561816,0.3183988,0.3850045,3.87E-09,1.005862,1.061009,5000,5014.621,0.8790698,4373.627,6105.01,0.000640197,1.07E-11,1001.828,1092.741,1097.46,5227.568,0.8790698
80,1001.828,1091.116,1097.458,1030.325,1093.303,1097.456,0.3141416,0.3207442,0.3510002,0.02784167,0.0361255,0.04707026,4.34E-05,4.56E-05,4.60E-05,2.49E-05,2.98E-05,3.33E-05,0.000123516,0.000142085,0.000143485,0.00070777,0.000834192,0.000940478,0.07045925,0.07533054,0.075771,0.256191,0.3184001,0.3849984,3.87E-09,1.005887,1.06102,5000,5012.919,0.879199,4371.713,6104.166,0.000687096,7.07E-11,1001.828,1092.712,1097.43,5226.25,0.879199
81,1001.828,1091.087,1097.428,1030.316,1093.274,1097.426,0.3141526,0.320753,0.3510003,0.02784241,0.03612451,0.04706616,4.34E-05,4.56E-05,4.60E-05,2.49E-05,2.98E-05,3.33E-05,0.000123516,0.000142079,0.000143479,0.000707789,0.000834174,0.000940433,0.07045925,0.07532901,0.07576935,0.2562059,0.3184039,0.3849902,3.87E-09,1.005918,1.061034,5000,5010.936,0.8793084,4369.587,6102.883,0.000693477,9.44E-11,1001.827,1092.678,1097.395,5224.601,0.8793084
82,1001.827,1091.053,1097.392,1030.305,1093.239,1097.39,0.3141654,0.3207636,0.3510006,0.0278433,0.0361231,0.04706094,4.34E-05,4.56E-05,4.60E-05,2.49E-05,2.98E-05,3.33E-05,0.000123516,0.000142072,0.000143471,0.000707815,0.000834155,0.000940378,0.07045919,0.07532718,0.07576739,0.2562249,0.3184099,0.3849805,3.87E-09,1.005954,1.061051,5000,5008.779,0.8793961,4367.352,6101.255,0.000700765,8.23E-11,1001.826,1092.64,1097.355,5222.718,0.8793961
83,1001.826,1091.016,1097.353,1030.292,1093.201,1097.351,0.3141801,0.3207752,0.3510007,0.02784428,0.03612136,0.04705488,4.34E-05,4.56E-05,4.60E-05,2.49E-05,2.98E-05,3.33E-05,0.000123516,0.000142064,0.000143463,0.000707847,0.000834137,0.000940318,0.07045917,0.0753252,0.07576522,0.2562472,0.3184176,0.3849698,3.87E-09,1.005993,1.06107,5000,5006.547,0.8794616,4365.105,6099.39,0.000736018,5.21E-11,1001.826,1092.6,1097.314,5220.7,0.8794616
84,1001.826,1090.977,1097.311,1030.279,1093.161,1097.309,0.3141949,0.3207874,0.351001,0.0278453,0.03611939,0.0470483,4.34E-05,4.56E-05,4.60E-05,2.49E-05,2.98E-05,3.33E-05,0.000123516,0.000142056,0.000143454,0.000707882,0.00083412,0.000940254,0.07045912,0.0753231,0.07576295,0.2562716,0.3184265,0.3849586,3.87E-09,1.006034,1.06109,5000,5004.33,0.8795049,4362.928,6097.375,0.00073579,6.48E-11,1001.825,1092.561,1097.272,5218.636,0.8795049
85,1001.825,1090.938,1097.27,1030.266,1093.121,1097.268,0.3142105,0.3207996,0.3510012,0.02784632,0.0361173,0.04704148,4.34E-05,4.56E-05,4.60E-05,2.49E-05,2.98E-05,3.33E-05,0.000123515,0.000142047,0.000143445,0.00070792,0.000834104,0.000940191,0.07045908,0.07532103,0.07576068,0.2562969,0.3184361,0.3849474,3.87E-09,1.006074,1.061109,5000,5002.208,0.879527,4360.893,6095.313,0.000687563,7.44E-11,1001.824,1092.522,1097.232,5216.606,0.879527
86,1001.824,1090.9,1097.229,1030.253,1093.083,1097.228,0.314225,0.3208115,0.3510015,0.02784731,0.03611516,0.04703467,4.34E-05,4.56E-05,4.60E-05,2.49E-05,2.98E-05,3.33E-05,0.000123515,0.000142039,0.000143436,0.000707959,0.000834089,0.00094013,0.07045903,0.075319,0.07575847,0.2563223,0.3184461,0.3849366,3.87E-09,1.006113,1.061129,5000,5000.25,0.8795295,4359.058,6093.277,0.000669971,5.85E-11,1001.824,1092.486,1097.194,5214.683,0.8795295
87,1001.824,1090.865,1097.192,1030.241,1093.047,1097.19,0.314239,0.3208225,0.3510016,0.02784824,0.03611307,0.0470281,4.34E-05,4.56E-05,4.60E-05,2.49E-05,2.98E-05,3.33E-05,0.000123515,0.000142032,0.000143428,0.000707997,0.000834078,0.000940073,0.07045902,0.07531713,0.07575641,0.2563468,0.318456,0.3849265,3.87E-09,1.006148,1.061146,5000,4998.505,0.8795146,4357.468,6091.346,0.000661328,8.88E-11,1001.823,1092.454,1097.16,5212.923,0.8795146
88,1001.823,1090.833,1097.158,1030.231,1093.014,1097.156,0.3142512,0.3208325,0.3510019,0.02784907,0.03611109,0.04702199,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123515,0.000142025,0.000143421,0.000708034,0.000834068,0.000940021,0.07045898,0.07531544,0.07575455,0.2563698,0.3184655,0.3849174,3.87E-09,1.006181,1.061163,5000,4997.016,0.8794847,4356.152,6089.572,0.000671369,4.90E-11,1001.823,1092.426,1097.131,5211.373,0.8794847
89,1001.823,1090.806,1097.129,1030.222,1092.986,1097.127,0.3142623,0.3208411,0.351002,0.02784979,0.03610928,0.04701646,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123515,0.000142019,0.000143414,0.000708068,0.000834061,0.000939977,0.07045895,0.07531399,0.07575295,0.2563906,0.3184743,0.3849095,3.87E-09,1.006207,1.061177,5000,4995.806,0.8794428,4355.127,6088.009,0.000641341,8.53E-11,1001.822,1092.403,1097.106,5210.065,0.8794428
90,1001.822,1090.783,1097.104,1030.214,1092.963,1097.102,0.3142711,0.3208483,0.3510023,0.02785039,0.03610768,0.04701165,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123515,0.000142015,0.000143409,0.000708099,0.000834056,0.00093994,0.07045891,0.07531278,0.07575161,0.2564088,0.3184822,0.384903,3.87E-09,1.006231,1.061188,5000,4994.888,0.8793916,4354.396,6086.685,0.00060268,5.31E-11,1001.822,1092.385,1097.087,5209.02,0.8793916
91,1001.822,1090.766,1097.085,1030.208,1092.945,1097.083,0.3142784,0.3208538,0.3510023,0.02785085,0.03610632,0.04700763,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123515,0.000142011,0.000143405,0.000708125,0.000834054,0.000939911,0.0704589,0.07531185,0.07575057,0.2564242,0.318489,0.3848979,3.87E-09,1.006248,1.061196,5000,4994.26,0.8793343,4353.953,6085.624,0.000601377,8.09E-11,1001.822,1092.372,1097.074,5208.244,0.8793343
92,1001.822,1090.753,1097.071,1030.204,1092.932,1097.069,0.3142833,0.3208579,0.3510024,0.02785119,0.03610524,0.04700444,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123515,0.000142008,0.000143402,0.000708147,0.000834053,0.00093989,0.07045889,0.07531117,0.07574981,0.2564364,0.3184945,0.3848942,3.87E-09,1.00626,1.061203,5000,4993.914,0.8792734,4353.779,6084.831,0.000596161,7.33E-11,1001.822,1092.365,1097.065,5207.736,0.8792734
93,1001.822,1090.745,1097.063,1030.202,1092.924,1097.061,0.3142867,0.3208603,0.3510023,0.02785139,0.03610442,0.04700207,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123515,0.000142007,0.0001434,0.000708165,0.000834055,0.000939878,0.07045889,0.07531077,0.07574935,0.2564456,0.3184987,0.384892,3.87E-09,1.006267,1.061206,5000,4993.827,0.8792117,4353.85,6084.312,0.000578959,6.70E-11,1001.822,1092.361,1097.061,5207.482,0.8792117
