Time,Tair_min,Tair_mean,Tair_max,Tfuel_min,Tfuel_mean,Tfuel_max,rhoAir_min,rhoAir_mean,rhoAir_max,rhoFuel_min,rhoFuel_mean,rhoFuel_max,muAir_min,muAir_mean,muAir_max,muFuel_min,muFuel_mean,muFuel_max,nuAir_min,nuAir_mean,nuAir_max,nuFuel_min,nuFuel_mean,nuFuel_max,kAir_min,kAir_mean,kAir_max,kFuel_min,kFuel_mean,kFuel_max,sumVolume,Nern_min,Nern_max,ibar0,ibar,V,stack_Voltage,min_curr,mean_curr,max_curr,Energy_Ir,Energy_Fr,Energy_t_min,Energy_t_mean,Energy_t_max
254, 1376.566, 1752.053, 1775.002, 1618.847, 1754.23, 1774.991, 0.194613, 0.1995069, 0.2554782, 0.01821073, 0.02322447, 0.02861563, 5.325638e-05, 6.129755e-05, 6.19256e-05, 3.638663e-05, 4.564333e-05, 5.090248e-05, 0.0002084577, 0.0003074492, 0.0003136909, 0.001778835, 0.001973298, 0.002113169, 0.09063805, 0.1066569, 0.1074704, 0.4095742, 0.4658224, 0.5406985, 3.84e-09, 0.8216008, 0.9427153, 5000, 2819.168, -2.95243, -2.95243, 2767.607, 2819.168, 2971.546, 0.001760791, 9.501355e-11, 1378.029, 1756.092, 1777.715
255, 1378.029, 1754.68, 1777.707, 1621.07, 1756.862, 1777.696, 0.1943186, 0.1992091, 0.2552071, 0.01818413, 0.02318322, 0.0285598, 5.329263e-05, 6.134866e-05, 6.197709e-05, 3.642541e-05, 4.56945e-05, 5.096144e-05, 0.0002088211, 0.0003081661, 0.0003144282, 0.001784376, 0.001978991, 0.002118746, 0.0907124, 0.1067301, 0.107539, 0.4104564, 0.4666305, 0.5413855, 3.84e-09, 0.8209738, 0.9422234, 5000, 2814.948, -2.97428, -2.97428, 2763.42, 2814.948, 2967.365, 0.001754926, 4.415381e-11, 1379.493, 1758.721, 1780.42
256, 1379.493, 1757.308, 1780.412, 1623.293, 1759.494, 1780.401, 0.1940251, 0.1989122, 0.2549365, 0.01815762, 0.02314212, 0.02850418, 5.332888e-05, 6.139958e-05, 6.202835e-05, 3.646417e-05, 4.574564e-05, 5.102036e-05, 0.0002091849, 0.0003088827, 0.0003151651, 0.001789926, 0.00198469, 0.002124328, 0.09078675, 0.1068022, 0.1076064, 0.4113422, 0.4674406, 0.5420731, 3.84e-09, 0.8203469, 0.9417315, 5000, 2810.741, -2.996173, -2.996173, 2759.246, 2810.741, 2963.197, 0.001749092, 8.782076e-11, 1380.958, 1761.351, 1783.125
257, 1380.958, 1759.935, 1783.117, 1625.517, 1762.125, 1783.106, 0.1937325, 0.1986163, 0.2546664, 0.01813118, 0.02310116, 0.02844875, 5.336512e-05, 6.14503e-05, 6.207938e-05, 3.650291e-05, 4.579675e-05, 5.107925e-05, 0.0002095491, 0.0003095991, 0.0003159015, 0.001795483, 0.001990396, 0.002129914, 0.09086109, 0.1068732, 0.1076726, 0.4122316, 0.4682529, 0.5427611, 3.84e-09, 0.8197202, 0.9412396, 5000, 2806.546, -3.018107, -3.018107, 2755.086, 2806.546, 2959.041, 0.001743287, 7.177372e-11, 1382.423, 1763.98, 1785.83
258, 1382.423, 1762.561, 1785.821, 1627.74, 1764.756, 1785.81, 0.1934409, 0.1983212, 0.2543967, 0.01810481, 0.02306035, 0.02839352, 5.340137e-05, 6.150081e-05, 6.213019e-05, 3.654164e-05, 4.584783e-05, 5.113811e-05, 0.0002099137, 0.0003103151, 0.0003166375, 0.001801049, 0.001996109, 0.002135506, 0.09093543, 0.1069431, 0.1077376, 0.4131247, 0.4690673, 0.5434497, 3.84e-09, 0.8190936, 0.9407477, 5000, 2802.365, -3.040084, -3.040084, 2750.938, 2802.365, 2954.896, 0.001737516, 1.729891e-11, 1383.889, 1766.609, 1788.534
259, 1383.889, 1765.188, 1788.526, 1629.964, 1767.388, 1788.514, 0.1931501, 0.1980271, 0.2541275, 0.01807853, 0.02301968, 0.02833848, 5.343761e-05, 6.155113e-05, 6.218076e-05, 3.658034e-05, 4.589888e-05, 5.119695e-05, 0.0002102788, 0.0003110308, 0.000317373, 0.001806623, 0.002001828, 0.002141102, 0.09100977, 0.1070119, 0.1078014, 0.4140215, 0.4698838, 0.5441388, 3.84e-09, 0.8184672, 0.9402557, 5000, 2798.197, -3.062102, -3.062102, 2746.803, 2798.197, 2950.764, 0.00173178, 7.646838e-11, 1385.356, 1769.238, 1791.238
260, 1385.356, 1767.814, 1791.229, 1632.188, 1770.018, 1791.218, 0.1928602, 0.1977339, 0.2538587, 0.01805233, 0.02297915, 0.02828364, 5.347386e-05, 6.160123e-05, 6.22311e-05, 3.661903e-05, 4.59499e-05, 5.125576e-05, 0.0002106442, 0.0003117462, 0.000318108, 0.001812205, 0.002007553, 0.002146703, 0.09108411, 0.1070796, 0.1078639, 0.414922, 0.4707026, 0.5448284, 3.84e-09, 0.817841, 0.9397638, 5000, 2794.041, -3.084161, -3.084161, 2742.681, 2794.041, 2946.643, 0.001726072, 6.649797e-11, 1386.823, 1771.867, 1793.942
261, 1386.823, 1770.44, 1793.933, 1634.412, 1772.649, 1793.922, 0.1925713, 0.1974415, 0.2535904, 0.0180262, 0.02293876, 0.02822899, 5.35101e-05, 6.165113e-05, 6.22812e-05, 3.66577e-05, 4.600089e-05, 5.131454e-05, 0.00021101, 0.0003124612, 0.0003188426, 0.001817796, 0.002013286, 0.002152309, 0.09115844, 0.1071462, 0.1079251, 0.4158264, 0.4715235, 0.5455186, 3.84e-09, 0.8172149, 0.9392718, 5000, 2789.898, -3.106262, -3.106262, 2738.572, 2789.898, 2942.534, 0.001720396, 2.664888e-11, 1388.291, 1774.495, 1796.645
262, 1388.291, 1773.066, 1796.637, 1636.636, 1775.28, 1796.625, 0.1922832, 0.19715, 0.2533225, 0.01800015, 0.02289852, 0.02817454, 5.354635e-05, 6.170082e-05, 6.233106e-05, 3.669635e-05, 4.605185e-05, 5.13733e-05, 0.0002113762, 0.0003131759, 0.0003195765, 0.001823394, 0.002019024, 0.002157919, 0.09123277, 0.1072115, 0.1079849, 0.4167346, 0.4723467, 0.5462094, 3.84e-09, 0.8165889, 0.9387798, 5000, 2785.767, -3.128405, -3.128405, 2734.475, 2785.767, 2938.436, 0.001714749, 3.892701e-11, 1389.76, 1777.124, 1799.349
263, 1389.76, 1775.692, 1799.34, 1638.861, 1777.91, 1799.329, 0.191996, 0.1968594, 0.253055, 0.01797417, 0.02285841, 0.02812029, 5.358259e-05, 6.17503e-05, 6.238068e-05, 3.673498e-05, 4.610279e-05, 5.143204e-05, 0.0002117429, 0.0003138903, 0.00032031, 0.001829001, 0.00202477, 0.002163535, 0.09130709, 0.1072757, 0.1080434, 0.4176466, 0.4731722, 0.5469007, 3.84e-09, 0.815963, 0.9382877, 5000, 2781.649, -3.150588, -3.150588, 2730.391, 2781.649, 2934.35, 0.001709133, 6.639228e-11, 1391.229, 1779.752, 1802.052
264, 1391.229, 1778.317, 1802.043, 1641.086, 1780.54, 1802.032, 0.1917097, 0.1965697, 0.252788, 0.01794828, 0.02281845, 0.02806622, 5.361883e-05, 6.179956e-05, 6.243005e-05, 3.677359e-05, 4.61537e-05, 5.149076e-05, 0.0002121099, 0.0003146042, 0.0003210429, 0.001834617, 0.002030522, 0.002169156, 0.09138141, 0.1073387, 0.1081006, 0.4185626, 0.474, 0.5475926, 3.84e-09, 0.8153373, 0.9377957, 5000, 2777.543, -3.172813, -3.172813, 2726.319, 2777.543, 2930.276, 0.001703544, 8.157784e-11, 1392.699, 1782.38, 1804.755
265, 1392.699, 1780.943, 1804.746, 1643.311, 1783.17, 1804.735, 0.1914243, 0.1962808, 0.2525214, 0.01792245, 0.02277862, 0.02801235, 5.365508e-05, 6.18486e-05, 6.247917e-05, 3.681219e-05, 4.620458e-05, 5.154946e-05, 0.0002124774, 0.0003153178, 0.0003217752, 0.001840241, 0.002036281, 0.002174781, 0.09145573, 0.1074005, 0.1081565, 0.4194826, 0.4748301, 0.5482851, 3.84e-09, 0.8147117, 0.9373036, 5000, 2773.45, -3.195078, -3.195078, 2722.26, 2773.45, 2926.213, 0.001697985, 7.908336e-11, 1394.17, 1785.008, 1807.458
266, 1394.17, 1783.568, 1807.449, 1645.536, 1785.8, 1807.437, 0.1911397, 0.1959929, 0.2522552, 0.01789671, 0.02273893, 0.02795867, 5.369132e-05, 6.189743e-05, 6.252805e-05, 3.685077e-05, 4.625543e-05, 5.160814e-05, 0.0002128452, 0.0003160309, 0.000322507, 0.001845873, 0.002042047, 0.002180525, 0.09153005, 0.107461, 0.1082112, 0.4204065, 0.4756626, 0.5489783, 3.84e-09, 0.8140862, 0.9368115, 5000, 2769.369, -3.217385, -3.217385, 2718.213, 2769.369, 2922.161, 0.001692457, 2.020896e-11, 1395.641, 1787.635, 1810.16
267, 1395.641, 1786.193, 1810.151, 1647.762, 1788.429, 1810.14, 0.190856, 0.1957057, 0.2519895, 0.01787103, 0.02269938, 0.02790518, 5.372756e-05, 6.194603e-05, 6.257666e-05, 3.688933e-05, 4.630626e-05, 5.166681e-05, 0.0002132135, 0.0003167437, 0.0003232381, 0.001851513, 0.002047819, 0.002186278, 0.09160436, 0.1075203, 0.1082647, 0.4213345, 0.4764975, 0.549672, 3.84e-09, 0.8134607, 0.9363193, 5000, 2765.3, -3.239732, -3.239732, 2714.178, 2765.3, 2918.12, 0.001686957, 5.079485e-11, 1397.113, 1790.263, 1812.863
268, 1397.113, 1788.818, 1812.854, 1649.988, 1791.059, 1812.842, 0.1905731, 0.1954194, 0.2517242, 0.01784543, 0.02265996, 0.02785188, 5.376381e-05, 6.199441e-05, 6.262503e-05, 3.692787e-05, 4.635707e-05, 5.172545e-05, 0.0002135822, 0.0003174559, 0.0003239686, 0.001857162, 0.002053598, 0.002192036, 0.09167867, 0.1075784, 0.1083169, 0.4222666, 0.4773348, 0.5503664, 3.84e-09, 0.8128354, 0.9358272, 5000, 2761.243, -3.262119, -3.262119, 2710.156, 2761.243, 2914.09, 0.001681487, 8.81181e-11, 1398.586, 1792.891, 1815.565
269, 1398.586, 1791.444, 1815.556, 1652.214, 1793.689, 1815.544, 0.1902911, 0.195134, 0.2514593, 0.01781991, 0.02262068, 0.02779877, 5.380005e-05, 6.204257e-05, 6.267313e-05, 3.69664e-05, 4.640785e-05, 5.178409e-05, 0.0002139513, 0.0003181678, 0.0003246984, 0.001862819, 0.002059384, 0.0021978, 0.09175298, 0.1076351, 0.1083676, 0.4232029, 0.4781746, 0.5510615, 3.84e-09, 0.8122102, 0.9353349, 5000, 2757.199, -3.284547, -3.284547, 2706.145, 2757.199, 2910.072, 0.001676046, 6.168207e-11, 1400.06, 1795.518, 1818.267
270, 1400.06, 1794.069, 1818.258, 1654.44, 1796.318, 1818.247, 0.1900099, 0.1948494, 0.2511949, 0.01779445, 0.02258153, 0.02774585, 5.383629e-05, 6.209049e-05, 6.272097e-05, 3.700491e-05, 4.645861e-05, 5.184271e-05, 0.0002143208, 0.0003188791, 0.0003254276, 0.001868485, 0.002065177, 0.002203569, 0.09182729, 0.1076906, 0.1084168, 0.4241433, 0.4790168, 0.5517572, 3.84e-09, 0.8115851, 0.9348427, 5000, 2753.166, -3.307016, -3.307016, 2702.146, 2753.166, 2906.064, 0.001670631, 7.531505e-11, 1401.535, 1798.146, 1820.969
271, 1401.535, 1796.694, 1820.96, 1656.667, 1798.948, 1820.949, 0.1897296, 0.1945656, 0.2509308, 0.01776907, 0.02254252, 0.02769312, 5.387254e-05, 6.213819e-05, 6.276855e-05, 3.70434e-05, 4.650935e-05, 5.190132e-05, 0.0002146908, 0.00031959, 0.0003261561, 0.001874159, 0.002070976, 0.002209343, 0.09190159, 0.1077447, 0.1084647, 0.4250879, 0.4798616, 0.5524536, 3.84e-09, 0.81096, 0.9343503, 5000, 2749.145, -3.329524, -3.329524, 2698.16, 2749.145, 2902.068, 0.001665242, 8.684682e-11, 1403.01, 1800.773, 1823.671
272, 1403.01, 1799.319, 1823.663, 1658.895, 1801.577, 1823.651, 0.1894501, 0.1942826, 0.2506672, 0.01774376, 0.02250364, 0.02764057, 5.390879e-05, 6.218564e-05, 6.281586e-05, 3.708188e-05, 4.656007e-05, 5.195992e-05, 0.0002150612, 0.0003203004, 0.0003268839, 0.001879842, 0.002076783, 0.002215123, 0.09197589, 0.1077975, 0.1085112, 0.4260369, 0.480709, 0.5531506, 3.84e-09, 0.810335, 0.933858, 5000, 2745.136, -3.352073, -3.352073, 2694.185, 2745.136, 2898.082, 0.001659881, 3.253396e-11, 1404.486, 1803.401, 1826.373
273, 1404.486, 1801.944, 1826.365, 1661.122, 1804.206, 1826.353, 0.1891714, 0.1940005, 0.250404, 0.01771853, 0.02246489, 0.02758821, 5.394503e-05, 6.223287e-05, 6.28629e-05, 3.712034e-05, 4.661076e-05, 5.201851e-05, 0.000215432, 0.0003210103, 0.0003276109, 0.001885534, 0.002082597, 0.002220908, 0.09205019, 0.107849, 0.1085562, 0.4269902, 0.4815589, 0.5538484, 3.84e-09, 0.8097101, 0.9333655, 5000, 2741.138, -3.374661, -3.374661, 2690.222, 2741.138, 2894.107, 0.001654548, 4.443772e-11, 1405.962, 1806.028, 1829.076
274, 1405.962, 1804.569, 1829.067, 1663.35, 1806.836, 1829.055, 0.1888935, 0.1937192, 0.2501413, 0.01769336, 0.02242627, 0.02753604, 5.398128e-05, 6.227985e-05, 6.290966e-05, 3.715879e-05, 4.666143e-05, 5.20771e-05, 0.0002158032, 0.0003217197, 0.0003283373, 0.001891234, 0.002088417, 0.002226699, 0.09212448, 0.1078991, 0.1085997, 0.4279478, 0.4824115, 0.5545469, 3.84e-09, 0.8090852, 0.932873, 5000, 2737.152, -3.39729, -3.39729, 2686.27, 2737.152, 2890.143, 0.001649242, 6.448146e-11, 1407.44, 1808.656, 1831.778
275, 1407.44, 1807.194, 1831.769, 1665.579, 1809.465, 1831.757, 0.1886165, 0.1934387, 0.2498789, 0.01766827, 0.02238779, 0.02748405, 5.401753e-05, 6.232659e-05, 6.295614e-05, 3.719722e-05, 4.671209e-05, 5.213567e-05, 0.0002161748, 0.0003224285, 0.0003290628, 0.001896943, 0.002094245, 0.002232495, 0.09219878, 0.1079478, 0.1086419, 0.4289099, 0.4832667, 0.5552462, 3.84e-09, 0.8084604, 0.9323805, 5000, 2733.178, -3.419958, -3.419958, 2682.33, 2733.178, 2886.189, 0.001643964, 7.454725e-11, 1408.918, 1811.283, 1834.48
276, 1408.918, 1809.819, 1834.471, 1667.808, 1812.095, 1834.459, 0.1883403, 0.193159, 0.249617, 0.01764324, 0.02234943, 0.02743224, 5.405378e-05, 6.237309e-05, 6.300235e-05, 3.723563e-05, 4.676272e-05, 5.219425e-05, 0.0002165469, 0.0003231367, 0.0003297876, 0.001902661, 0.00210008, 0.002238296, 0.09227307, 0.1079951, 0.1086825, 0.4298765, 0.4841246, 0.5559461, 3.84e-09, 0.8078356, 0.9318878, 5000, 2729.215, -3.442666, -3.442666, 2678.402, 2729.215, 2882.246, 0.001638712, 8.726183e-11, 1410.397, 1813.911, 1837.182
277, 1410.397, 1812.444, 1837.173, 1670.037, 1814.724, 1837.161, 0.1880648, 0.1928801, 0.2493554, 0.01761828, 0.0223112, 0.02738062, 5.409004e-05, 6.241934e-05, 6.304827e-05, 3.727403e-05, 4.681334e-05, 5.225282e-05, 0.0002169194, 0.0003238444, 0.0003305116, 0.001908387, 0.002105922, 0.002244103, 0.09234736, 0.1080409, 0.1087217, 0.4308476, 0.4849852, 0.5566469, 3.84e-09, 0.8072109, 0.9313951, 5000, 2725.264, -3.465413, -3.465413, 2674.485, 2725.264, 2878.313, 0.001633485, 8.382325e-11, 1411.877, 1816.539, 1839.884
278, 1411.877, 1815.069, 1839.875, 1672.267, 1817.354, 1839.863, 0.1877902, 0.192602, 0.2490943, 0.01759339, 0.0222731, 0.02732917, 5.412629e-05, 6.246534e-05, 6.309391e-05, 3.731242e-05, 4.686394e-05, 5.231138e-05, 0.0002172924, 0.0003245515, 0.0003312348, 0.001914123, 0.002111771, 0.002249916, 0.09242165, 0.1080853, 0.1087595, 0.4318233, 0.4858486, 0.5573484, 3.84e-09, 0.8065862, 0.9309023, 5000, 2721.324, -3.4882, -3.4882, 2670.58, 2721.324, 2874.391, 0.001628283, 5.135124e-11, 1413.358, 1819.166, 1842.586
279, 1413.358, 1817.695, 1842.577, 1674.498, 1819.984, 1842.565, 0.1875163, 0.1923247, 0.2488336, 0.01756858, 0.02223512, 0.02727791, 5.416255e-05, 6.251109e-05, 6.313925e-05, 3.735079e-05, 4.691452e-05, 5.236995e-05, 0.0002176658, 0.000325258, 0.0003319571, 0.001919867, 0.002117628, 0.002255734, 0.09249594, 0.1081283, 0.1087956, 0.4328036, 0.4867148, 0.5580507, 3.84e-09, 0.8059615, 0.9304095, 5000, 2717.395, -3.511026, -3.511026, 2666.685, 2717.395, 2870.479, 0.001623108, 6.777803e-11, 1414.84, 1821.794, 1845.288
280, 1414.84, 1820.32, 1845.279, 1676.729, 1822.614, 1845.267, 0.1872433, 0.1920481, 0.2485732, 0.01754382, 0.02219727, 0.02722683, 5.419881e-05, 6.255659e-05, 6.318431e-05, 3.738915e-05, 4.696509e-05, 5.242852e-05, 0.0002180396, 0.0003259639, 0.0003326786, 0.00192562, 0.002123492, 0.002261558, 0.09257023, 0.1081698, 0.1088305, 0.4337886, 0.4875839, 0.5587538, 3.84e-09, 0.8053369, 0.9299165, 5000, 2713.477, -3.533891, -3.533891, 2662.802, 2713.477, 2866.577, 0.001618593, 1.71318e-11, 1416.323, 1824.423, 1847.991
281, 1416.323, 1822.946, 1847.981, 1678.961, 1825.244, 1847.969, 0.186971, 0.1917724, 0.2483132, 0.01751914, 0.02215955, 0.02717592, 5.423509e-05, 6.260183e-05, 6.322906e-05, 3.742749e-05, 4.701564e-05, 5.248709e-05, 0.0002184141, 0.0003266691, 0.0003333992, 0.001931382, 0.002129363, 0.002267388, 0.09264455, 0.1082097, 0.1088638, 0.4347784, 0.4884558, 0.5594578, 3.84e-09, 0.8047122, 0.9294235, 5000, 2709.57, -3.556796, -3.556796, 2658.93, 2709.57, 2862.685, 0.00161292, 8.527338e-11, 1417.805, 1827.051, 1850.693
282, 1417.805, 1825.572, 1850.684, 1681.193, 1827.874, 1850.672, 0.1866995, 0.1914974, 0.2480537, 0.01749452, 0.02212194, 0.02712519, 5.427134e-05, 6.26468e-05, 6.327352e-05, 3.746582e-05, 4.706618e-05, 5.254567e-05, 0.0002187887, 0.0003273737, 0.0003341189, 0.001937154, 0.002135241, 0.002273223, 0.09271882, 0.1082481, 0.1088958, 0.435773, 0.4893307, 0.5601626, 3.84e-09, 0.8040876, 0.9289304, 5000, 2705.674, -3.579739, -3.579739, 2655.069, 2705.674, 2858.803, 0.001607708, 3.146795e-11, 1419.29, 1829.68, 1853.396
283, 1419.29, 1828.198, 1853.387, 1683.426, 1830.505, 1853.374, 0.1864288, 0.1912231, 0.2477945, 0.01746997, 0.02208447, 0.02707464, 5.430762e-05, 6.269152e-05, 6.331767e-05, 3.750413e-05, 4.71167e-05, 5.260425e-05, 0.0002191639, 0.0003280776, 0.0003348377, 0.001942934, 0.002141128, 0.002279064, 0.09279311, 0.108285, 0.1089263, 0.4367725, 0.4902085, 0.5608682, 3.84e-09, 0.803463, 0.9284371, 5000, 2701.789, -3.602721, -3.602721, 2651.219, 2701.789, 2854.931, 0.001602641, 3.775383e-11, 1420.775, 1832.309, 1856.099
284, 1420.775, 1830.825, 1856.09, 1685.659, 1833.135, 1856.077, 0.1861588, 0.1909497, 0.2475357, 0.01744549, 0.02204711, 0.02702427, 5.434389e-05, 6.273596e-05, 6.336152e-05, 3.754244e-05, 4.716721e-05, 5.266283e-05, 0.0002195396, 0.0003287809, 0.0003355555, 0.001948724, 0.002147021, 0.002284911, 0.09286741, 0.1083203, 0.1089554, 0.4377768, 0.4910892, 0.5615747, 3.84e-09, 0.8028383, 0.9279437, 5000, 2697.915, -3.625742, -3.625742, 2647.38, 2697.915, 2851.069, 0.001597622, 2.350609e-11, 1422.261, 1834.938, 1858.802
285, 1422.261, 1833.452, 1858.793, 1687.893, 1835.766, 1858.78, 0.1858896, 0.1906769, 0.2472773, 0.01742107, 0.02200988, 0.02697407, 5.438017e-05, 6.278014e-05, 6.340506e-05, 3.758073e-05, 4.721771e-05, 5.272143e-05, 0.0002199157, 0.0003294834, 0.0003362724, 0.001954523, 0.002152923, 0.002290764, 0.0929417, 0.108354, 0.1089833, 0.4387862, 0.4919731, 0.5622821, 3.84e-09, 0.8022136, 0.9274503, 5000, 2694.051, -3.648801, -3.648801, 2643.551, 2694.051, 2847.216, 0.001592631, 1.548299e-11, 1423.748, 1837.567, 1861.506
286, 1423.748, 1836.079, 1861.496, 1690.128, 1838.398, 1861.484, 0.1856211, 0.190405, 0.2470193, 0.01739671, 0.02197276, 0.02692404, 5.441645e-05, 6.282405e-05, 6.344828e-05, 3.7619e-05, 4.726819e-05, 5.278003e-05, 0.0002202923, 0.0003301853, 0.0003369883, 0.001960331, 0.002158832, 0.002296623, 0.09301599, 0.1083861, 0.1090097, 0.4398006, 0.49286, 0.5629905, 3.84e-09, 0.801589, 0.9269567, 5000, 2690.198, -3.671899, -3.671899, 2639.733, 2690.198, 2843.374, 0.001587661, 3.805477e-11, 1425.235, 1840.197, 1864.209
287, 1425.235, 1838.706, 1864.2, 1692.363, 1841.029, 1864.188, 0.1853534, 0.1901337, 0.2467617, 0.01737242, 0.02193577, 0.02687418, 5.445273e-05, 6.286768e-05, 6.349119e-05, 3.765727e-05, 4.731867e-05, 5.283865e-05, 0.0002206693, 0.0003308864, 0.0003377032, 0.001966149, 0.002164749, 0.002302488, 0.09309027, 0.1084166, 0.1090348, 0.4408201, 0.49375, 0.5636997, 3.84e-09, 0.8009642, 0.926463, 5000, 2686.356, -3.695036, -3.695036, 2635.926, 2686.356, 2839.541, 0.001582706, 1.643451e-11, 1426.724, 1842.827, 1866.913
288, 1426.724, 1841.334, 1866.904, 1694.6, 1843.662, 1866.892, 0.1850865, 0.1898632, 0.2465045, 0.01734819, 0.02189889, 0.0268245, 5.448902e-05, 6.291103e-05, 6.353378e-05, 3.769552e-05, 4.736913e-05, 5.289728e-05, 0.0002210467, 0.0003315867, 0.0003384171, 0.001971976, 0.002170673, 0.002308358, 0.09316455, 0.1084454, 0.1090588, 0.4418448, 0.4946432, 0.5644099, 3.84e-09, 0.8003395, 0.9259691, 5000, 2682.524, -3.71821, -3.71821, 2632.13, 2682.524, 2835.717, 0.001577771, 5.070805e-11, 1428.213, 1845.458, 1869.618
289, 1428.213, 1843.962, 1869.608, 1696.837, 1846.294, 1869.596, 0.1848202, 0.1895934, 0.2462476, 0.01732403, 0.02186214, 0.02677498, 5.452531e-05, 6.29541e-05, 6.357604e-05, 3.773377e-05, 4.741959e-05, 5.295592e-05, 0.0002214247, 0.0003322863, 0.0003391299, 0.001977813, 0.002176606, 0.002314235, 0.09323884, 0.1084726, 0.1090816, 0.4428747, 0.4955395, 0.565121, 3.84e-09, 0.7997147, 0.9254752, 5000, 2678.703, -3.741423, -3.741423, 2628.343, 2678.703, 2831.903, 0.00157286, 8.316823e-11, 1429.704, 1848.089, 1872.323
290, 1429.704, 1846.591, 1872.313, 1699.074, 1848.927, 1872.301, 0.1845547, 0.1893244, 0.2459911, 0.01729992, 0.02182549, 0.02672564, 5.45616e-05, 6.299689e-05, 6.361798e-05, 3.7772e-05, 4.747004e-05, 5.301458e-05, 0.0002218031, 0.0003329851, 0.0003398417, 0.00198366, 0.002182546, 0.002320118, 0.09331313, 0.108498, 0.1091032, 0.4439099, 0.4964392, 0.5658332, 3.84e-09, 0.7990898, 0.924981, 5000, 2674.891, -3.764675, -3.764675, 2624.567, 2674.891, 2828.098, 0.001567977, 3.668467e-11, 1431.195, 1850.721, 1875.028
291, 1431.195, 1849.22, 1875.018, 1701.313, 1851.56, 1875.006, 0.1842899, 0.189056, 0.245735, 0.01727588, 0.02178897, 0.02667646, 5.459791e-05, 6.303939e-05, 6.365959e-05, 3.781022e-05, 4.752048e-05, 5.307326e-05, 0.0002221821, 0.0003336831, 0.0003405524, 0.001989516, 0.002188495, 0.002326007, 0.09338743, 0.1085217, 0.1091238, 0.4449504, 0.4973421, 0.5665463, 3.84e-09, 0.7984649, 0.9244868, 5000, 2671.09, -3.787964, -3.787964, 2620.802, 2671.09, 2824.303, 0.001563121, 6.542666e-11, 1432.688, 1853.353, 1877.733
292, 1432.688, 1851.85, 1877.724, 1703.553, 1854.194, 1877.711, 0.1840258, 0.1887884, 0.2454792, 0.0172519, 0.02175256, 0.02662745, 5.463422e-05, 6.30816e-05, 6.37009e-05, 3.784843e-05, 4.757092e-05, 5.313196e-05, 0.0002225615, 0.0003343803, 0.000341262, 0.001995383, 0.002194452, 0.002331903, 0.09346174, 0.1085437, 0.1091433, 0.4459964, 0.4982483, 0.5672604, 3.84e-09, 0.7978399, 0.9239924, 5000, 2667.299, -3.811291, -3.811291, 2617.046, 2667.299, 2820.517, 0.001558305, 5.993192e-11, 1434.182, 1855.985, 1880.44
293, 1434.182, 1854.48, 1880.43, 1705.793, 1856.829, 1880.417, 0.1837624, 0.1885215, 0.2452238, 0.01722799, 0.02171626, 0.0265786, 5.467053e-05, 6.312352e-05, 6.374187e-05, 3.788664e-05, 4.762135e-05, 5.319067e-05, 0.0002229414, 0.0003350766, 0.0003419704, 0.002001259, 0.002200417, 0.002337804, 0.09353604, 0.1085639, 0.1091619, 0.4470478, 0.4991579, 0.5679756, 3.84e-09, 0.7972149, 0.9234978, 5000, 2663.518, -3.834655, -3.834655, 2613.301, 2663.518, 2816.739, 0.001553549, 7.568602e-11, 1435.676, 1858.618, 1883.146
294, 1435.676, 1857.111, 1883.137, 1708.034, 1859.463, 1883.124, 0.1834998, 0.1882552, 0.2449687, 0.01720413, 0.02168008, 0.02652992, 5.470686e-05, 6.316513e-05, 6.37825e-05, 3.792483e-05, 4.767178e-05, 5.324941e-05, 0.0002233218, 0.0003357721, 0.0003426777, 0.002007145, 0.00220639, 0.002343712, 0.09361036, 0.1085823, 0.1091796, 0.4481049, 0.500071, 0.5686918, 3.84e-09, 0.7965897, 0.923003, 5000, 2659.747, -3.858058, -3.858058, 2609.565, 2659.747, 2812.971, 0.001548837, 6.210311e-11, 1437.172, 1861.252, 1885.853
295, 1437.172, 1859.742, 1885.844, 1710.277, 1862.099, 1885.831, 0.1832378, 0.1879897, 0.244714, 0.01718033, 0.02164401, 0.02648141, 5.474319e-05, 6.320645e-05, 6.382278e-05, 3.796302e-05, 4.772221e-05, 5.330818e-05, 0.0002237028, 0.0003364668, 0.0003433838, 0.002013042, 0.002212372, 0.002349627, 0.09368467, 0.1085988, 0.1091965, 0.4491675, 0.5009875, 0.5694091, 3.84e-09, 0.7959645, 0.9225081, 5000, 2655.986, -3.881498, -3.881498, 2605.84, 2655.986, 2809.212, 0.001544167, 5.364538e-11, 1438.669, 1863.886, 1888.561
296, 1438.669, 1862.374, 1888.551, 1712.52, 1864.735, 1888.539, 0.1829765, 0.1877248, 0.2444596, 0.01715659, 0.02160805, 0.02643305, 5.477953e-05, 6.324747e-05, 6.386272e-05, 3.800119e-05, 4.777263e-05, 5.336697e-05, 0.0002240842, 0.0003371605, 0.0003440887, 0.002018949, 0.002218362, 0.002355548, 0.093759, 0.1086136, 0.1092126, 0.4502358, 0.5019075, 0.5701275, 3.84e-09, 0.7953391, 0.922013, 5000, 2652.234, -3.904976, -3.904976, 2602.124, 2652.234, 2805.461, 0.001539543, 8.363571e-11, 1440.167, 1866.521, 1891.269
